Protein	X10_pain.Area	X11_pain.Area	X12_pain.Area	X1_pain.Area	X2_pain.Area	X3_pain.Area	X5_pain.Area	X6_pain.Area	X7_pain.Area	X8_pain.Area	X9_pain.Area	X10_OC.Area	X11_OC.Area	X12_OC.Area	X1_OC.Area	X2_OC.Area	X3_OC.Area	X4_OC.Area	X5_OC.Area	X6_OC.Area	X8_OC.Area	X9_OC.Area	X10_UTI.Area	X11_UTI.Area	X1_UTI.Area	X2_UTI.Area	X3_UTI.Area	X4_UTI.Area	X5_UTI.Area	X6_UTI.Area	X7_UTI.Area	X8_UTI.Area	X9_UTI.Area	nFragment	nPeptide
O00560	6.02461e+007	1.06904e+008	8.28539e+007	1.91257e+008	2.16243e+008	7.68315e+007	1.29526e+008	6.08413e+007	1.39519e+007	3.96201e+007	4.87951e+007	1.72176e+008	1.05649e+008	1.18108e+008	1.71687e+008	9.09174e+007	8.5021e+007	2.08095e+007	6.03532e+006	2.1117e+007	8.39974e+007	8.80517e+007	7.57325e+007	9.42747e+007	1.11523e+008	2.02817e+008	4.85405e+007	1.01902e+008	1.09783e+008	1.64179e+008	1.33175e+008	2.57224e+007	7.07631e+007	26	2
O00566	553645	1.54328e+007	533062	7.43269e+006	2.82198e+006	2.82434e+006	6.79567e+006	14407.4	3.65421e+006	506133	7.48439e+006	3.6577e+006	7.02288e+006	1.44147e+007	399574	7.85346e+006	9.33154e+006	3.17443e+006	9.17873e+006	6.35038e+006	7.54854e+006	1.8719e+007	2.21289e+007	4.31633e+006	8.14227e+006	8.87782e+006	2.56025e+006	1.3459e+007	620863	1.56728e+006	4.66063e+006	2.29998e+006	128634	5	1
O00571	1.19115e+006	3.63085e+006	1.30567e+007	924845	1.20057e+006	824354	329522	1.93692e+006	6.0355e+006	161042	2.27609e+006	2.04219e+006	1.11822e+007	1.03729e+007	6.88324e+006	4.22752e+006	3.97273e+006	1.62679e+006	2.42759e+006	557217	886056	6.12664e+006	9.05663e+006	1.61966e+006	1.17921e+007	672426	2.69203e+006	1.61806e+007	1.47015e+007	1.20128e+006	547866	6.1081e+006	2.61376e+006	18	2
O00584	1.42037e+008	2.08337e+008	8.95245e+007	2.01007e+008	3.98274e+008	8.24298e+007	1.51624e+008	1.51297e+008	2.45763e+007	5.43344e+007	1.4562e+008	1.89417e+008	1.39363e+008	1.61296e+008	3.29232e+008	1.35673e+008	1.71596e+008	1.0884e+007	2.90372e+007	1.01336e+007	5.65416e+007	1.05865e+008	1.97288e+008	6.9506e+007	1.94147e+008	2.0297e+008	1.29047e+008	8.99066e+007	2.27512e+008	2.7729e+008	5.39886e+008	3.64525e+008	1.93115e+008	58	5
O00592	6.41094e+006	2.91372e+008	1.06697e+008	1.52265e+008	1.601e+008	8.39703e+007	7.70959e+007	9.44111e+007	5.16074e+006	1.15484e+008	4.25401e+007	1.15746e+008	8.35436e+007	1.02576e+008	1.66323e+008	1.12448e+008	3.55796e+007	2.16978e+007	3.41343e+007	5.64365e+007	4.02185e+007	7.68045e+007	5.77177e+007	4.33584e+007	2.11219e+007	1.03417e+008	2.81965e+007	2.67755e+007	3.61643e+007	1.02898e+007	8.05726e+007	2.53795e+007	2.72665e+007	39	3
O00754	2.532e+006	524410	918836	1.97034e+006	658215	14800.2	0	403901	0	318319	0	216012	780823	57332.9	4.35442e+006	91536.4	187990	1.34913e+006	130744	46078.8	0	37231.5	31529.1	15895.8	1.15354e+006	0	47559.3	10784.1	173862	12161.5	6.56241e+006	1.23664e+006	5677.29	8	1
O00764	3.17913e+007	5.59669e+007	7.31637e+007	3.59018e+007	1.903e+007	3.68326e+007	2.92453e+007	2.12485e+007	9.6996e+006	4.56296e+007	1.80841e+007	2.09115e+007	3.53277e+007	5.08532e+007	8.51595e+007	2.53736e+007	2.65599e+007	1.50753e+008	9.75459e+007	2.77612e+007	1.30318e+007	4.28982e+007	2.21167e+007	1.23804e+007	5.36922e+007	3.46243e+007	1.86068e+007	1.47446e+008	5.66985e+007	4.25177e+008	3.87195e+007	1.36797e+007	2.53751e+007	45	5
O14498	7.26938e+007	2.62683e+008	4.58568e+007	1.70616e+008	1.54348e+008	5.20451e+007	2.97948e+007	1.89277e+008	3.11765e+006	5.44434e+007	3.79556e+007	1.77693e+008	1.01148e+008	1.52555e+008	9.29933e+007	4.25196e+007	4.51079e+007	5.49993e+007	1.02433e+007	2.11996e+007	5.75303e+007	3.91685e+007	9.038e+007	7.07945e+007	3.71215e+007	1.4367e+008	2.38745e+007	2.62409e+007	2.19909e+007	2.47629e+007	6.8145e+007	1.21443e+008	3.85447e+006	52	5
O14548	5.67042e+006	3.03834e+006	8.80823e+006	8.48344e+006	8.55685e+006	5.51396e+006	4.59247e+006	3.17139e+006	207729	2.35995e+006	1.84876e+006	1.15848e+007	5.46686e+006	4.48541e+006	7.78064e+006	3.6067e+006	2.00773e+007	0	506717	1.45175e+006	3.952e+006	1.01102e+007	1.78329e+006	6.82307e+006	6.92702e+006	1.38367e+007	2.95656e+006	450530	6.17649e+006	1.20643e+006	3.04119e+006	1.43166e+006	687102	9	1
O14639	322835	213221	120481	186630	164175	283799	65741.3	82484.8	804002	303964	339017	331293	1.24308e+006	311366	3484.69	18386.8	37225.5	0	612876	1.05968e+006	107851	597871	70621.5	687732	1790.85	0	0	730150	18338.1	57795.9	70567.7	0	0	8	1
O14727	649698	4.91431e+006	1.19029e+007	2.91794e+006	3.34173e+006	1.19616e+007	1.34743e+006	8.31359e+006	9987.42	163666	4.30466e+006	3.57825e+006	3.40389e+006	1.83503e+006	7.33541e+006	3.48506e+006	1.55562e+006	471887	963735	26233.3	170371	5.47785e+006	1.37615e+006	1.02198e+007	923100	7.00442e+006	5.13874e+006	2.81336e+006	2.39723e+006	1.51433e+006	892664	193997	230244	8	1
O14745	1.12546e+007	1.23413e+007	3.4462e+007	1.37294e+007	1.0187e+007	1.1687e+007	6.95416e+007	5.52102e+007	1.1504e+007	1.07776e+007	1.58153e+007	5.45693e+007	6.28535e+007	3.61509e+007	4.57918e+007	2.30583e+007	2.93326e+006	1.3763e+007	6.4979e+007	5.43072e+006	1.16214e+007	1.28645e+007	1.1781e+007	3.11696e+007	6.85149e+006	2.14341e+007	3.85298e+006	1.58685e+007	5.48185e+006	7.84233e+006	6.10453e+006	9.66803e+006	1.33906e+007	46	4
O14773	1.37245e+009	1.02996e+009	7.13989e+008	1.50606e+009	1.73899e+009	2.51698e+008	7.57515e+008	4.8097e+008	1.36868e+008	3.24239e+008	1.27315e+009	6.40261e+008	5.89591e+008	4.16378e+008	1.13816e+009	1.30987e+009	1.48522e+009	1.02684e+008	1.52384e+008	1.17301e+008	3.97193e+008	4.80465e+008	4.86469e+008	6.1592e+008	8.46448e+008	6.47268e+008	5.31249e+008	3.30159e+008	9.63742e+008	4.89431e+007	2.20002e+009	1.14737e+009	2.85432e+008	61	5
O14791	618582	330039	1.03638e+006	308473	242720	317099	160120	189454	658497	63299.6	608025	627369	940246	992554	572551	461414	1.1374e+006	66213.4	521646	70011.7	1.60888e+006	1.29283e+006	1.07047e+006	1.28803e+006	4.2467e+006	263565	4.15731e+006	247263	1.88737e+006	235784	1.19366e+006	2.01315e+006	128654	11	1
O14818	8.37447e+006	8.39673e+007	1.97488e+007	9.01894e+007	5.89994e+007	3.45654e+007	2.69597e+007	3.76431e+007	1.35727e+007	2.45125e+007	1.9138e+007	2.14499e+007	4.62508e+007	4.28617e+007	5.87787e+007	6.18268e+007	4.47672e+007	2.03869e+007	2.55066e+007	2.23427e+007	3.4681e+007	2.33495e+007	6.09891e+007	3.36918e+007	1.1659e+008	5.4696e+007	2.30139e+007	1.47482e+007	6.17872e+007	5.04446e+006	7.79112e+007	4.23318e+007	2.53637e+006	26	2
O14880	8.16386e+006	6.65416e+006	1.13952e+007	1.83929e+007	7.13262e+006	7.96067e+006	2.84199e+007	1.71298e+007	4.21684e+006	7.91355e+006	937003	1.27152e+007	3.22231e+007	1.02138e+007	9.28249e+006	1.52126e+007	3.63035e+006	1.68642e+006	1.41922e+007	1.3791e+007	1.80489e+007	1.30222e+007	6.6132e+006	1.9719e+007	8.05716e+006	2.58226e+007	3.58664e+006	8.87963e+006	5.37181e+006	4.19743e+006	4.04191e+006	6.86342e+006	3.72713e+006	18	2
O14950	9.51021e+007	1.30378e+008	2.88739e+007	2.76005e+008	8.25326e+007	3.88358e+007	4.61644e+008	1.73913e+008	7.09287e+008	3.25952e+008	6.93736e+008	7.40866e+006	9.61367e+008	1.98031e+008	2.32709e+008	2.97373e+008	4.60981e+008	1.51242e+008	6.25246e+008	2.58806e+008	2.38593e+009	8.63514e+008	3.53419e+008	1.05105e+009	4.5154e+008	1.16368e+008	5.89011e+008	2.77064e+008	7.22469e+007	5.12221e+007	6.17666e+007	4.86857e+007	7.5005e+007	21	2
O14964	42744.5	62057.6	311034	139242	250329	69849.8	15818.3	17829.5	115385	153646	114814	142646	276247	31394.5	141101	316148	169696	396909	246203	78446.2	790166	148704	481548	140986	921113	1.07118e+006	59730.3	708639	847861	4.42848e+006	257464	205939	262015	9	1
O14967	667487	24675.2	251500	384422	428189	978057	589257	169464	552954	487252	2.02277e+006	325910	1.58112e+006	1.05285e+006	1.20799e+006	410302	1.07908e+006	932671	627919	1.22482e+006	70976.2	581377	1.14627e+006	630795	3.33953e+006	1.26918e+006	428461	4.36954e+006	2.79959e+006	1.17388e+006	627359	1.6479e+006	467381	6	1
O14977	1.99145e+006	614415	282741	208327	220450	6605.42	126259	133634	207449	130264	3492.99	178488	185056	97884.5	52747.3	645154	75953	6.60033e+006	581926	1.03159e+006	27061.7	119326	22123.3	41878.2	71807.6	421337	156736	6.48464e+006	0	121828	59183.2	48963	4208.9	6	1
O14983	7.73707e+006	4.47089e+006	1.19993e+007	8.00195e+006	2.74875e+006	2.37629e+006	4.11544e+006	3.83501e+006	2.20312e+006	2.82927e+006	4.82948e+006	3.73462e+006	7.86856e+006	7.65595e+006	3.74469e+006	7.67274e+006	3.11176e+006	1.21249e+007	5.326e+006	4.92815e+006	1.05922e+006	7.24814e+006	6.6808e+006	9.22928e+006	4.95588e+006	5.90717e+006	6.71253e+006	6.38134e+006	4.22525e+006	8.68513e+006	1.32693e+006	1.91573e+006	901203	11	1
O15066	4.52785e+006	88962.4	4.01723e+006	320605	441764	842773	1.01984e+006	3.61081e+006	0	681622	182548	2.45893e+006	1123.43	254522	163286	887671	19461.6	0	864261	1.90034e+006	37845.7	114877	0	1.96822e+006	0	500614	1746.32	0	1.49918e+006	375.821	4044.95	0	0	3	1
O15127	1.1152e+006	368233	1.90475e+007	5.93605e+006	324234	175621	0	590267	497889	2.16859e+006	467584	239435	1.88456e+006	1.03338e+006	4.172e+006	1.55155e+006	4.01523e+006	3.56605e+006	318618	575565	2.67744e+006	4.47255e+006	2.33888e+006	2.7145e+006	1.60463e+006	93865.1	386683	711524	8.76478e+006	1.11813e+006	747572	1.06862e+006	329065	11	2
O15143	1.30288e+007	3.39626e+007	1.4767e+006	1.58761e+007	1.13299e+007	1.7403e+006	5.28259e+006	4.01098e+006	9.13341e+006	4.4429e+006	4.36699e+006	2.92748e+006	2.08987e+007	7.69272e+006	6.25929e+007	9.82795e+006	1.86235e+007	3.03663e+006	3.29944e+006	517570	4.74303e+006	1.41424e+007	7.83922e+007	4.49697e+007	2.39309e+008	1.04531e+007	1.85719e+007	1.12698e+008	1.85858e+008	6.408e+006	1.18321e+008	6.7011e+007	5.98568e+007	36	5
O15144	5.45953e+006	4.6738e+007	2.87425e+007	1.56042e+007	2.04538e+007	1.76868e+006	7.72226e+006	2.38948e+006	2.22861e+007	6.64251e+006	3.00419e+006	3.41466e+006	5.91434e+007	2.16505e+007	4.78859e+007	2.9106e+007	3.0204e+007	1.79994e+007	7.36585e+006	1.17989e+006	1.10964e+006	2.58809e+007	5.35697e+007	1.79872e+007	1.11873e+008	1.69103e+007	1.40098e+007	9.54683e+007	9.00104e+007	3.43567e+006	7.01986e+007	3.2639e+007	2.4165e+007	25	2
O15145	2.21451e+006	2.70886e+007	3.36632e+006	1.74025e+007	6.24164e+006	2.31414e+006	4.98195e+006	8.00156e+006	2.01742e+007	3.79438e+006	2.0742e+006	1.36524e+007	5.29804e+007	8.87024e+006	3.89268e+007	1.84346e+007	2.56317e+007	4.34678e+006	6.44357e+006	6.55341e+006	2.17061e+007	2.57665e+007	8.19614e+007	4.33854e+007	1.15829e+008	7.76012e+006	1.35392e+007	4.59809e+007	1.99161e+008	6.38037e+006	7.32565e+007	1.06933e+008	1.0264e+007	37	3
O15162	0	1.2246e+006	898024	1.84926e+006	225799	446292	448617	8827.07	960471	66038.1	4.07882e+006	1.2035e+006	362431	4.1959e+006	63406	349046	147605	139767	63915.8	0	135423	10126	69430.1	223652	353084	184437	33929.7	759607	1.09277e+006	1.98963e+007	69830.7	351592	1.02077e+006	6	2
O15173	415929	1.51018e+006	546425	743529	889158	192415	1.67327e+006	961113	914591	687914	270406	1.8406e+006	1.06446e+007	2.34439e+006	3.89967e+006	1.04154e+006	2.06831e+006	289260	598347	568376	269810	2.10895e+006	9.32387e+006	2.35447e+006	4.10327e+006	1.34635e+006	880506	3.48643e+006	5.91766e+006	64258.7	2.01987e+006	3.46205e+006	1.00384e+006	13	1
O15197	3.97485e+007	2.52388e+008	9.89479e+007	1.95988e+008	1.90366e+008	5.65525e+007	9.17241e+007	1.21389e+008	3.13723e+007	5.38612e+007	1.81767e+007	1.1427e+008	1.17296e+008	1.14235e+008	8.01329e+007	9.59352e+007	1.82901e+008	1.72907e+008	5.45433e+007	1.86287e+007	2.00327e+007	1.35628e+008	5.69562e+007	1.17538e+008	1.46721e+008	1.55776e+008	6.22864e+007	2.88245e+007	2.047e+008	2.67354e+007	8.88645e+007	1.7515e+007	8.49071e+007	52	5
O15230	1.25076e+007	3.56702e+006	3.85937e+007	5.03505e+006	4.60763e+006	8.70852e+006	3.97735e+007	3.12973e+007	1.43361e+007	2.90218e+007	1.54735e+006	4.3958e+007	1.11759e+006	8.42537e+006	4.28454e+006	3.15797e+007	1.5522e+006	7.64663e+006	3.04249e+007	4.30686e+007	1.33792e+007	3.14162e+006	1.02311e+007	1.29267e+007	952263	1.0252e+007	561832	1.35259e+007	3.10735e+006	1.14869e+006	4.60825e+006	3.88199e+006	816360	36	3
O15231	2.15172e+007	1.03201e+007	4.78415e+006	5.96554e+006	4.3174e+006	6.41532e+006	4.59589e+006	4.97466e+006	5.51258e+007	2.17471e+006	4.91609e+006	1.08685e+007	5.41453e+007	5.11461e+007	8.69079e+006	2.05078e+007	1.94708e+007	4.32747e+007	5.6208e+007	2.89429e+007	9.10979e+006	2.27346e+007	3.5906e+007	1.27917e+007	8.34203e+006	8.6447e+006	8.9375e+006	4.98906e+007	1.86246e+007	1.34496e+007	3.66215e+006	4.44175e+006	2.48645e+006	30	5
O15232	545797	295682	0	8.49886e+006	5.98689e+006	1.37807e+006	3.04301e+006	1.82388e+006	107031	49712	724070	2.81162e+006	165044	849587	2.8032e+006	458868	15069.3	0	0	70317	0	15215.5	371842	82987.1	5.09513e+006	2.38795e+006	1.89115e+007	604045	272380	149642	469166	8.93883e+006	417253	4	1
O15244	10763.1	1.67706e+006	961129	2.87438e+006	1.62552e+006	158249	80579.6	249385	645144	641110	668936	1.17384e+006	6.13826e+006	732071	2.18826e+006	357972	524299	980066	1.22237e+006	1.13303e+006	365134	2.72902e+006	583758	1.14175e+006	72391.9	149013	316273	550850	5.39073e+006	960474	3.25249e+006	876373	2.31526e+006	13	1
O15382	3.85673e+006	5.81051e+006	9.9454e+006	1.01813e+007	1.5968e+007	4.80931e+006	2.96246e+006	2.30086e+006	1.2781e+007	9.40562e+006	1.37832e+007	1.11302e+007	1.66422e+007	7.50451e+006	1.32237e+007	6.69071e+006	2.29597e+007	8.38182e+006	2.43875e+007	4.45079e+007	3.3091e+006	9.6199e+006	5.34592e+006	1.04451e+007	2.16747e+008	6.80167e+006	5.87503e+006	6.65673e+006	4.2053e+007	8.2444e+007	1.3361e+007	4.23413e+007	1.25894e+007	41	4
O15389	380770	4.35536e+006	1.49414e+007	4.58214e+006	2.91064e+006	889092	7.74261e+006	616389	3.23864e+006	4.12123e+006	32720.1	767551	4.81448e+006	4.39112e+006	3.34248e+007	5.74717e+006	3.07773e+006	1.13303e+006	4.71211e+006	670636	476560	2.39306e+007	6.35756e+006	5.21039e+006	1.28648e+006	1.23157e+006	6.26399e+006	1.48985e+007	4.00339e+007	1.06166e+007	2.90182e+006	3.43579e+006	9.39285e+006	12	2
O15393	309484	330714	1.50102e+006	6.05741e+006	2.77335e+006	890160	1.01622e+007	3.36119e+006	101202	931098	935950	9.40001e+006	5.28075e+006	7.66814e+006	642930	5.8998e+006	1.20335e+006	1.36511e+007	9.33247e+006	80026.6	5.40449e+006	1.84858e+006	943279	2.60213e+006	884125	3.94163e+006	131686	568445	5.67782e+006	5.82192e+006	3.84636e+006	330279	5.26716e+006	9	1
O15511	5.60418e+007	5.24047e+007	1.10364e+007	7.86831e+006	3.86606e+006	1.19101e+006	3.06072e+006	633753	2.42772e+007	271728	5.01374e+006	2.31396e+006	6.41346e+007	9.72932e+007	4.34567e+007	6.647e+007	3.72983e+007	7.42511e+006	3.32502e+007	3.10549e+007	3.93163e+007	1.81518e+007	3.64058e+007	1.48405e+007	7.19747e+007	1.39082e+007	6.18635e+006	9.28063e+007	1.53406e+008	2.47738e+006	3.85941e+007	3.508e+007	3.23777e+007	24	2
O15523	74778.3	2.96994e+006	2.12741e+007	619251	990267	574375	168861	1.50638e+006	4.69265e+006	348212	926314	135490	5.88464e+006	6.23991e+006	5.92226e+006	4.7156e+006	260209	890288	2.79416e+006	122401	664531	1.68994e+006	5.89708e+006	460179	8.97584e+006	340112	926221	1.40497e+007	1.31769e+007	807881	24621.8	1.49807e+006	725081	13	1
O15533	306220	3.44162e+006	79030.5	1.60886e+007	863489	419610	1.15928e+006	227242	2.92407e+006	0	201151	665227	8.59804e+006	4.88866e+006	2.8849e+006	82446	2.55664e+006	1.88195e+006	125475	0	753451	5.78093e+006	1.35892e+007	1.28531e+007	4.12888e+007	341135	583507	1.64652e+007	1.39898e+007	36282.1	6.03998e+006	1.30087e+007	1.64218e+006	13	1
O43155	5.74569e+006	2.19756e+007	2.64102e+007	2.19374e+007	4.12327e+007	8.48928e+006	1.89784e+007	1.92285e+007	1.61202e+007	5.41037e+006	2.24317e+007	2.71062e+007	2.41237e+007	3.09942e+007	5.96439e+007	1.53334e+007	7.30593e+006	6.68528e+006	7.70596e+006	1.87709e+006	8.40277e+006	4.48186e+007	6.74987e+007	1.83997e+007	1.94294e+007	2.67177e+007	3.96668e+007	1.62529e+007	4.00133e+007	3.2219e+006	1.76532e+007	967926	2.2442e+007	12	1
O43175	6.61048e+007	6.40837e+007	5.82105e+006	1.92517e+007	2.94213e+007	7.28205e+006	1.17718e+007	8.06348e+006	3.70496e+007	3.76624e+006	3.62975e+006	2.95514e+007	1.78822e+008	1.28882e+008	1.02105e+008	4.08765e+007	1.66301e+008	9.17788e+007	6.59885e+007	6.34514e+007	1.9441e+007	1.0377e+008	1.11648e+008	3.60966e+007	1.51643e+008	1.14915e+007	1.15345e+007	7.31978e+007	8.01618e+007	5.53389e+006	3.47696e+007	2.67331e+007	7.04129e+006	50	5
O43240	384533	807653	199071	2.04033e+006	253647	121158	226741	318659	1.1125e+006	60445.5	70238.4	811644	1.86007e+006	6.96302e+006	1.93557e+006	773677	3.07207e+006	4.64759e+006	111081	938239	200517	1.63626e+006	5.58395e+006	1.02131e+006	513620	3.13675e+006	136898	157274	2.3746e+006	840181	1.25893e+006	51521.4	78976.6	13	1
O43252	8.57467e+006	1.26745e+007	1.09408e+007	4.52481e+007	4.38219e+007	9.28192e+006	9.80942e+006	3.88762e+007	1.47553e+007	5.65496e+006	6.48886e+006	1.46683e+007	1.84685e+007	6.19041e+007	1.19559e+006	4.00173e+007	9.82946e+006	9.90763e+006	1.28581e+007	1.80607e+007	767448	1.12133e+007	8.10352e+006	1.22628e+007	4.4879e+006	5.1357e+006	1.78186e+006	5.18573e+006	1.38969e+007	8.95872e+006	3.58052e+007	6.54631e+006	2.42381e+006	10	1
O43278	1.72795e+008	1.32684e+008	7.96676e+007	1.38859e+008	2.08277e+008	7.61515e+007	1.75651e+008	1.00598e+008	1.81513e+007	6.86044e+007	1.15024e+008	2.10424e+008	1.64655e+008	1.92013e+008	1.31797e+008	1.54132e+008	1.13799e+008	1.76529e+007	3.80094e+007	3.39004e+007	1.10488e+008	1.73151e+008	5.69813e+007	1.50029e+008	9.6089e+007	2.21245e+008	4.78912e+007	6.18226e+007	5.44014e+007	8.40856e+006	1.00471e+008	3.7855e+007	1.07022e+008	57	5
O43286	5.99858e+007	1.3552e+008	3.39274e+007	2.68897e+008	1.79004e+008	3.35058e+007	1.11004e+008	7.23307e+007	7.19595e+006	1.03658e+007	1.88502e+007	1.1854e+008	7.8865e+007	8.40641e+007	1.1012e+008	5.09016e+007	1.27778e+008	1.80629e+006	1.10188e+007	5.90643e+006	2.9317e+007	1.26697e+008	1.14844e+008	6.00932e+007	9.51442e+007	7.11349e+007	3.7795e+007	3.1396e+007	5.00392e+007	208309	2.83204e+008	2.96566e+009	8.67802e+007	12	1
O43291	1.34293e+007	1.78914e+007	8.87386e+007	6.51549e+006	9.59248e+006	6.97557e+006	2.70174e+007	1.9271e+007	1.17814e+007	6.89278e+007	1.38913e+006	2.86419e+007	5.64266e+006	1.80563e+007	6.68609e+006	1.21702e+008	1.39062e+007	4.79276e+007	1.33676e+008	5.49933e+007	6.68209e+007	6.06946e+006	4.19794e+006	1.00959e+007	3.84745e+006	1.2709e+007	1.84757e+006	4.71241e+007	5.02101e+006	2.61927e+006	1.03829e+007	3.44523e+006	1.63862e+006	39	3
O43396	431238	942992	5.78194e+006	326111	302038	76726.1	174211	250083	1.92906e+006	2.61786e+006	68806.3	839413	4.83593e+006	183013	687885	360526	1.43287e+006	1.68749e+006	935112	69921.9	146499	457151	1.07176e+006	366862	6.70963e+006	370955	25210.4	1.60019e+006	351104	48168.9	317844	1.43999e+006	750003	13	1
O43405	1.6526e+008	2.51806e+007	7.47361e+007	3.15277e+007	3.59587e+007	8.09239e+007	7.20197e+007	1.28131e+008	2.10041e+007	8.10612e+007	2.40658e+007	1.17974e+008	3.31922e+007	6.54009e+007	2.5785e+007	6.9442e+007	4.99441e+007	1.56183e+007	2.46121e+007	1.51155e+008	1.87259e+007	4.25848e+007	3.27639e+007	9.44299e+007	1.17341e+007	9.59783e+007	9.4019e+006	2.15113e+007	4.74355e+007	7.73208e+006	1.04793e+007	2.20425e+007	2.60388e+007	25	2
O43451	5.50681e+008	8.81168e+008	3.26868e+008	4.82614e+008	2.56119e+008	1.91315e+008	1.21837e+009	4.78531e+008	7.2213e+007	1.41762e+008	5.46027e+007	4.04368e+008	6.18347e+008	1.99025e+008	3.27256e+008	3.19285e+008	2.3207e+008	1.51017e+008	1.71361e+008	1.88055e+008	2.32363e+008	3.04104e+008	1.87829e+008	1.79501e+008	3.98591e+007	5.85943e+008	9.28767e+007	1.98116e+008	2.86947e+008	1.37055e+009	3.06241e+008	6.03854e+007	3.07396e+008	65	5
O43488	3.3255e+007	5.8641e+007	8.04453e+006	3.36569e+007	2.45263e+007	1.4056e+007	2.25683e+007	1.95131e+007	6.23478e+006	1.35632e+007	2.47664e+006	1.75599e+007	5.95199e+007	2.2312e+007	4.77008e+007	2.38079e+007	3.88095e+007	2.08234e+007	1.99865e+007	8.67536e+006	2.43348e+007	2.53624e+007	4.21127e+007	2.84798e+007	6.79293e+007	4.37062e+006	1.32751e+007	1.49859e+007	1.07131e+008	1.19367e+007	6.82165e+007	1.75489e+007	2.38831e+007	37	4
O43490	4.16984e+006	2.6802e+007	9.3638e+006	2.83071e+007	2.03797e+007	2.47472e+007	1.64776e+007	3.14514e+007	635152	2.90157e+006	6.55661e+006	1.69787e+007	9.84669e+006	1.46404e+007	1.61275e+007	2.04319e+007	8.85199e+006	213092	1.1946e+006	1.39259e+006	1.29976e+006	1.92118e+007	1.13777e+007	3.49599e+006	7.73832e+006	2.37079e+007	7.79002e+006	1.24299e+007	1.39896e+007	292585	5.84616e+006	1.96177e+006	4.83694e+006	13	1
O43505	1.08701e+008	3.50533e+008	1.13124e+008	3.46087e+008	3.07565e+008	1.13112e+008	1.65472e+008	1.75384e+008	1.41099e+007	7.18769e+007	5.07659e+007	2.48155e+008	1.74356e+008	2.04142e+008	1.94689e+008	1.13721e+008	1.6583e+008	2.51143e+007	3.66378e+007	4.59707e+007	6.2916e+007	2.13125e+008	1.29542e+008	1.14706e+008	1.17303e+008	2.11185e+008	8.17637e+007	1.07062e+008	5.56554e+007	2.54595e+007	2.97058e+008	4.71759e+007	2.82757e+007	61	5
O43511	2.93292e+006	1.55316e+006	423111	3.74724e+007	475699	1.652e+006	4.86658e+006	2.85629e+006	2.83259e+006	1.68893e+006	5.68269e+006	1.56234e+006	3.47225e+006	8.70817e+006	4.80627e+007	2.72143e+006	300261	6.00301e+006	3.35427e+006	7.84707e+006	3.67587e+006	2.05111e+007	417294	1.02707e+007	4.4138e+006	320047	2.70407e+006	3.45835e+006	6.87168e+006	6.47255e+006	3.85666e+006	620519	1.64916e+006	7	2
O43598	3.72499e+008	2.42999e+007	3.6454e+008	4.85883e+007	2.58999e+007	4.08268e+007	1.16119e+007	5.95539e+007	939704	1.73458e+008	1.62709e+008	9.56797e+006	7.06277e+007	3.12958e+008	2.05163e+007	3.01181e+007	2.45507e+007	7.52541e+006	7.54229e+006	1.01622e+008	2.53737e+007	1.47588e+007	1.25644e+007	8.74347e+007	7.46939e+006	4.02877e+008	2.35909e+006	1.78397e+007	3.27719e+006	1.55025e+006	1.64676e+006	796621	1.39624e+006	13	1
O43633	1.09021e+006	1.80018e+007	1.12188e+006	1.3866e+007	7.06682e+006	1.78247e+006	6.97077e+006	3.62824e+006	1.94084e+006	7.3438e+006	1.06735e+006	4.75769e+006	4.6361e+006	1.78867e+006	3.10905e+007	6.21866e+006	1.10118e+006	0	471613	1.21884e+006	3.40785e+006	9.97676e+006	1.59115e+007	7.8319e+006	2.79199e+006	4.42318e+006	8.40655e+006	2.53949e+006	1.71501e+007	1.74737e+007	8.71049e+006	6.42359e+006	3.95392e+007	11	1
O43653	1.96447e+008	7.00702e+006	2.64069e+006	2.13714e+008	3.21633e+008	1.77669e+008	2.83362e+008	2.27421e+008	6.08409e+007	3.0013e+008	2.92791e+008	3.30663e+008	5.20888e+008	2.84463e+008	2.54528e+008	3.11248e+008	3.49118e+008	1.22933e+009	2.77448e+008	6.49366e+008	8.28802e+006	3.96575e+008	1.40082e+008	3.26979e+006	903406	4.21616e+006	1.85534e+008	2.20624e+008	9.69589e+008	2.19489e+008	4.36639e+006	1.79196e+008	2.11339e+008	52	4
O43707	2.06052e+007	4.46338e+007	7.56827e+006	8.34867e+006	1.90057e+007	3.00765e+006	1.32993e+007	4.81851e+006	8.5218e+007	3.47208e+006	1.04234e+007	6.09334e+006	1.68099e+008	7.31083e+007	8.38216e+007	4.2771e+007	9.55287e+007	5.08893e+007	6.67142e+007	2.45102e+007	3.98928e+006	1.04124e+008	1.90712e+008	2.62604e+007	1.63783e+008	1.73799e+007	1.33242e+007	2.01639e+008	4.25235e+008	8.22232e+006	4.89606e+007	4.1002e+007	3.25545e+007	56	5
