Protein	X10_pain.Area	X11_pain.Area	X12_pain.Area	X1_pain.Area	X2_pain.Area	X3_pain.Area	X5_pain.Area	X6_pain.Area	X7_pain.Area	X8_pain.Area	X9_pain.Area	X10_OC.Area	X11_OC.Area	X12_OC.Area	X1_OC.Area	X2_OC.Area	X3_OC.Area	X4_OC.Area	X5_OC.Area	X6_OC.Area	X8_OC.Area	X9_OC.Area	X10_UTI.Area	X11_UTI.Area	X1_UTI.Area	X2_UTI.Area	X3_UTI.Area	X4_UTI.Area	X5_UTI.Area	X6_UTI.Area	X7_UTI.Area	X8_UTI.Area	X9_UTI.Area	nFragment	nPeptide
P01601	1.63809e+007	711235	1.03146e+006	2.70424e+007	8.27132e+007	4.21586e+006	7.59728e+006	2.91564e+006	704367	652994	5.98667e+006	4.24784e+006	2.42196e+006	7.62837e+006	3.71375e+007	1.42522e+006	3.82283e+007	3.32475e+006	5.19485e+006	9.57816e+006	7.22002e+006	4.44684e+006	2.56049e+007	2.93739e+006	4.2994e+007	1.25949e+006	3.89945e+007	2.20378e+006	9.1033e+006	2.97169e+007	2.65098e+007	1.98788e+007	3.65329e+006	13	1
P01602	7.96106e+008	2.02296e+008	1.81517e+008	4.85709e+008	9.43329e+008	2.61092e+008	2.08438e+008	2.2576e+008	1.11686e+008	1.46634e+008	2.47798e+008	1.29444e+008	2.85672e+008	2.25686e+008	4.60747e+008	2.12125e+008	5.49169e+008	3.59877e+007	1.46638e+008	1.59112e+008	1.80845e+008	1.57986e+008	4.031e+008	5.025e+008	2.53133e+008	4.18532e+008	5.44176e+008	1.14302e+008	2.07331e+008	2.02523e+008	7.06666e+008	7.1208e+008	1.05993e+008	52	4
P01611	2.70054e+008	7.54869e+007	9.13403e+007	1.2029e+008	8.9565e+008	4.54365e+007	2.87525e+007	8.9116e+007	1.76588e+007	2.1578e+007	1.01704e+008	1.74002e+007	4.41894e+007	2.68358e+007	1.45293e+008	4.16772e+007	2.6753e+008	1.91145e+008	3.97775e+007	6.46769e+007	7.78613e+007	2.95397e+007	7.86037e+007	1.36208e+008	8.00457e+007	7.42029e+007	1.24778e+008	5.90258e+007	2.79521e+007	2.03089e+007	3.04286e+008	1.63802e+008	3.52174e+007	39	3
P01614	3.06435e+009	1.00732e+009	6.9016e+008	2.36721e+009	6.32572e+009	9.5829e+008	4.74442e+008	1.04512e+009	3.25572e+008	6.16501e+008	1.69638e+009	3.1016e+008	6.39438e+008	6.32046e+008	2.24383e+009	7.53378e+008	2.17703e+009	8.76286e+007	2.97551e+008	9.60312e+008	3.68226e+008	4.72697e+008	2.14484e+009	1.56244e+009	7.40726e+008	1.14856e+009	1.19643e+009	4.60257e+008	2.82243e+008	6.87432e+008	2.27696e+009	1.35829e+009	2.82006e+008	52	4
P01615	3.06435e+009	1.00732e+009	6.9016e+008	2.36721e+009	6.32572e+009	9.5829e+008	4.74442e+008	1.04512e+009	3.25572e+008	6.16501e+008	1.69638e+009	3.1016e+008	6.39438e+008	6.32046e+008	2.24383e+009	7.53378e+008	2.17703e+009	8.76286e+007	2.97551e+008	9.60312e+008	3.68226e+008	4.72697e+008	2.14484e+009	1.56244e+009	7.40726e+008	1.14856e+009	1.19643e+009	4.60257e+008	2.82243e+008	6.87432e+008	2.27696e+009	1.35829e+009	2.82006e+008	52	4
P01619	1.39886e+010	2.87877e+009	3.92134e+009	6.24003e+009	3.635e+010	3.30548e+009	2.65555e+009	4.04545e+009	7.31298e+008	1.94962e+009	3.78256e+009	1.85333e+009	1.98459e+009	2.28616e+009	5.50965e+009	2.22102e+009	1.29221e+010	9.5209e+008	1.29615e+009	3.18772e+009	1.84524e+009	1.44446e+009	4.19368e+009	6.92487e+009	1.97115e+009	5.54707e+009	1.80582e+009	1.65539e+009	1.2562e+009	6.62145e+008	9.15701e+009	3.29384e+009	1.55357e+009	65	5
P01624	4.94541e+009	1.03936e+009	2.00458e+009	3.49133e+009	8.8304e+009	1.19392e+009	1.88033e+009	1.15803e+009	3.54661e+008	1.19433e+009	1.04089e+009	1.09692e+009	1.49112e+009	1.06354e+009	2.15193e+009	1.47152e+009	3.07558e+009	7.9439e+006	5.85309e+008	1.1541e+009	1.23578e+009	9.44539e+008	2.57965e+009	2.71047e+009	1.07207e+009	2.2795e+009	1.42054e+009	6.64393e+008	4.43636e+008	2.01884e+009	4.77048e+009	2.95064e+009	8.16136e+008	52	4
P01699	3.53494e+008	2.79083e+007	2.08275e+008	2.22539e+008	3.08672e+008	1.66879e+008	1.4635e+008	2.45658e+008	5.46629e+006	1.30461e+008	4.57299e+008	1.8893e+008	2.31666e+008	9.49982e+007	3.6281e+007	7.58461e+007	2.23e+008	1.01663e+007	5.16534e+007	1.17416e+008	2.16604e+008	1.17159e+008	1.32954e+008	4.55643e+008	3.49855e+007	1.23508e+008	7.26096e+007	4.58943e+007	1.00864e+007	8.32425e+007	1.92057e+008	7.43935e+007	6.54147e+007	26	2
P01700	5.66496e+008	7.61434e+007	3.32067e+008	3.85079e+008	7.76598e+008	3.59198e+008	2.61407e+008	3.53572e+008	2.04483e+007	3.38537e+008	7.47462e+008	2.80661e+008	3.27821e+008	1.91617e+008	1.14762e+008	1.59622e+008	4.55268e+008	2.34189e+007	1.17913e+008	2.27739e+008	3.24212e+008	2.49574e+008	2.96481e+008	6.93985e+008	1.03709e+008	2.63218e+008	2.15214e+008	1.59333e+008	4.09615e+007	2.3146e+008	4.75669e+008	2.34264e+008	1.35734e+008	39	3
P01701	1.84004e+008	4.97471e+007	6.90678e+007	1.68424e+008	3.40356e+008	8.73956e+007	5.76829e+007	9.42059e+007	2.19647e+007	7.22663e+007	9.15119e+007	5.60337e+007	8.42987e+007	7.55712e+007	7.91427e+007	2.35796e+007	1.30511e+008	2.66803e+006	2.52696e+007	3.02799e+007	3.00243e+007	6.75901e+007	1.12453e+008	1.79637e+008	2.97247e+007	2.06129e+008	1.24474e+008	7.81311e+007	2.16712e+007	6.9216e+007	2.1342e+008	3.21234e+007	4.13236e+007	31	3
P01703	4.12602e+008	6.51702e+007	7.34322e+007	9.43025e+007	1.43025e+009	9.35547e+007	2.8026e+007	6.00088e+007	2.1815e+007	6.9868e+007	5.75893e+008	8.34331e+007	3.8344e+007	6.91502e+007	5.34917e+007	3.05126e+007	1.04168e+008	1.015e+007	2.7041e+007	7.19616e+007	2.34989e+007	3.4064e+007	5.95158e+007	2.38823e+008	2.50896e+007	1.56269e+008	5.71737e+007	2.36013e+007	2.08054e+007	6.86686e+007	2.21675e+008	6.24924e+007	1.26045e+007	26	2
P01704	6.85445e+007	6.08913e+006	2.26954e+007	4.336e+006	2.50745e+008	3.37721e+007	5.80199e+007	1.54425e+007	4.82986e+008	9.508e+007	2.17415e+007	4.19481e+006	8.84292e+007	3.99844e+007	1.17333e+008	6.61016e+007	6.52112e+007	1.03318e+007	9.20598e+007	1.15058e+008	3.60622e+006	4.63327e+007	1.43207e+007	6.53087e+006	1.23032e+007	5.57851e+007	5.22957e+006	1.0737e+008	1.17155e+007	4.47706e+007	2.60403e+008	1.0667e+008	2.19531e+006	13	1
P01706	1.92471e+007	9.77369e+006	6.79445e+006	2.73273e+007	4.54879e+007	1.34195e+007	9.88923e+006	1.0035e+007	1.58455e+007	1.44549e+007	1.90635e+007	2.82175e+006	1.55213e+007	7.22941e+006	2.30881e+007	3.39343e+006	1.4008e+007	1.9414e+006	7.1967e+006	1.80782e+007	1.36505e+006	1.3733e+007	4.39152e+007	8.08162e+006	1.51935e+007	5.40467e+006	1.43381e+007	7.94515e+006	1.52091e+007	1.88738e+007	1.58844e+008	4.03236e+007	1.9164e+007	12	1
P01709	2.38173e+007	1.00944e+007	3.24659e+006	1.3319e+007	9.36152e+007	1.85648e+007	1.41993e+007	1.72195e+007	3.23419e+007	2.45977e+007	3.6254e+007	3.4748e+006	5.261e+006	2.07236e+007	2.04427e+007	2.06329e+007	2.75741e+007	616374	3.52347e+006	1.12641e+007	1.07197e+007	3.18922e+006	2.19647e+007	2.01683e+007	2.56646e+006	1.36685e+007	2.49317e+006	9.13904e+006	1.20673e+007	3.01003e+007	1.61469e+007	3.86775e+007	1.68011e+007	11	1
P01714	5.40541e+007	5.157e+006	1.08466e+007	3.45083e+007	6.98328e+007	1.08492e+007	9.29005e+006	2.88674e+007	1.59824e+007	2.10548e+007	3.73002e+007	1.37918e+007	3.17129e+007	7.26926e+006	2.76283e+007	1.91978e+007	2.83817e+007	102602	1.15733e+007	2.20907e+007	1.35e+007	1.96982e+007	3.43724e+007	2.69936e+007	1.5249e+007	3.64828e+007	1.25163e+007	1.23329e+007	1.76235e+007	1.57384e+007	2.80839e+007	1.72894e+007	6.95868e+006	13	1
P01717	2.99797e+007	1.7012e+007	1.91507e+007	3.34636e+007	1.0198e+008	2.66278e+007	5.13265e+007	5.89087e+007	4.53462e+007	2.35763e+007	1.50472e+008	2.95279e+007	4.72987e+007	3.52776e+007	4.00928e+007	2.85855e+007	3.38623e+007	2.93365e+006	2.65104e+007	3.2289e+007	6.99769e+007	3.04084e+007	5.95014e+007	1.80491e+008	1.84883e+007	2.96919e+007	2.80973e+007	3.14372e+007	3.37044e+007	1.1307e+008	2.99428e+007	5.09763e+007	1.76172e+007	26	2
P01718	4.37139e+006	2.95218e+006	8.25684e+006	2.08926e+007	2.63083e+007	8.40169e+006	7.64254e+006	1.55778e+007	1.75853e+007	9.4837e+006	5.6925e+007	3.94466e+006	1.50627e+007	6.9899e+006	8.32884e+006	5.4203e+006	1.31486e+007	5.5249e+006	8.59675e+006	1.37109e+007	1.67719e+007	1.13928e+007	1.6736e+007	4.09789e+007	6.08831e+006	7.83812e+006	2.24214e+007	5.49862e+006	4.21601e+006	2.57002e+006	2.79827e+007	2.10732e+007	4.2144e+006	13	1
P01742	7.08264e+007	4.68368e+007	5.4135e+007	1.20592e+008	2.04517e+008	5.85317e+007	5.9432e+007	5.4423e+007	4.94146e+007	4.59072e+007	8.1828e+007	6.946e+007	1.15811e+008	5.50027e+007	1.1267e+008	4.69981e+007	1.25528e+008	4.82111e+007	5.77851e+007	3.71532e+007	6.76466e+007	7.2654e+007	1.26589e+008	1.54123e+008	7.1847e+007	7.04498e+007	2.28697e+008	2.93928e+007	1.58408e+008	1.90696e+008	1.38412e+008	1.20368e+008	3.54866e+007	26	2
P01743	6.465e+007	3.6575e+007	4.08274e+007	1.10381e+008	1.54846e+008	5.16812e+007	5.53915e+007	4.48426e+007	4.39744e+007	4.08973e+007	6.71255e+007	6.91571e+007	1.02778e+008	5.06346e+007	1.0275e+008	3.99178e+007	1.03396e+008	4.1144e+007	4.7681e+007	3.26337e+007	4.82008e+007	5.13385e+007	1.15973e+008	1.22944e+008	6.13644e+007	6.03331e+007	2.15809e+008	2.83734e+007	1.49622e+008	1.83918e+008	1.24399e+008	1.0818e+008	2.92613e+007	13	1
P01762	3.01927e+008	1.88779e+008	1.57913e+008	5.64225e+008	6.59193e+008	3.85712e+008	2.95843e+008	2.57758e+008	2.8936e+008	2.71259e+008	3.55542e+008	3.23791e+008	4.74933e+008	3.3676e+008	9.13767e+008	2.9164e+008	7.94061e+008	8.80814e+007	1.55273e+008	2.01122e+008	1.64938e+008	3.14642e+008	9.05033e+008	5.58812e+008	4.7993e+008	3.83231e+008	7.79933e+008	2.16688e+008	4.66945e+008	4.86775e+008	1.01858e+009	5.53279e+008	2.10201e+008	37	3
P01763	3.01927e+008	1.88779e+008	1.57913e+008	5.64225e+008	6.59193e+008	3.85712e+008	2.95843e+008	2.57758e+008	2.8936e+008	2.71259e+008	3.55542e+008	3.23791e+008	4.74933e+008	3.3676e+008	9.13767e+008	2.9164e+008	7.94061e+008	8.80814e+007	1.55273e+008	2.01122e+008	1.64938e+008	3.14642e+008	9.05033e+008	5.58812e+008	4.7993e+008	3.83231e+008	7.79933e+008	2.16688e+008	4.66945e+008	4.86775e+008	1.01858e+009	5.53279e+008	2.10201e+008	37	3
P01764	2.47321e+008	1.07972e+008	1.0663e+008	1.88797e+008	4.57623e+008	3.08607e+008	2.01484e+008	1.85456e+008	2.03858e+008	1.49122e+008	2.64988e+008	1.49338e+008	2.07214e+008	1.44918e+008	4.77501e+008	2.72995e+008	4.34211e+008	1.42351e+007	1.31362e+008	1.2515e+008	1.29591e+008	1.35962e+008	4.39397e+008	4.09489e+008	2.68198e+008	2.2059e+008	5.15421e+008	9.0989e+007	3.16099e+008	3.67754e+008	5.69625e+008	6.57709e+008	1.59514e+008	26	2
P01766	1.14553e+008	1.14694e+008	2.60613e+007	2.01117e+008	3.0515e+008	1.77277e+008	6.18278e+007	6.06495e+007	1.40907e+008	1.06779e+008	1.36003e+008	5.47111e+007	1.31147e+008	1.26239e+008	4.62726e+008	6.84958e+007	4.10025e+008	2.08363e+007	5.18921e+007	4.71363e+007	3.20544e+007	1.13772e+008	3.81982e+008	1.13229e+008	2.25163e+008	1.17109e+008	2.08072e+008	8.9571e+007	1.99643e+008	1.6227e+008	5.33832e+008	1.34478e+008	1.12413e+008	35	3
P01767	2.76873e+008	2.17345e+008	1.98082e+008	5.64561e+008	7.26499e+008	4.20093e+008	3.46806e+008	2.83282e+008	3.62425e+008	2.7462e+008	3.9939e+008	3.5551e+008	5.46973e+008	4.58125e+008	8.97124e+008	4.07531e+008	8.67271e+008	9.12985e+007	2.33532e+008	2.82577e+008	1.79559e+008	4.08339e+008	1.05012e+009	5.85448e+008	4.73758e+008	4.25615e+008	1.17324e+009	2.20263e+008	5.60246e+008	5.78197e+008	1.0096e+009	1.03099e+009	2.46145e+008	37	3
P01768	2.50246e+008	1.19896e+008	1.26564e+008	1.94154e+008	4.90756e+008	3.11146e+008	2.05299e+008	1.93091e+008	2.10542e+008	1.49266e+008	2.78034e+008	1.55965e+008	2.10688e+008	1.46892e+008	4.88769e+008	2.8042e+008	4.35594e+008	7.396e+007	1.34999e+008	1.27181e+008	1.34896e+008	1.38387e+008	4.4739e+008	4.20242e+008	2.74205e+008	2.30874e+008	5.22786e+008	1.05097e+008	3.22628e+008	3.91081e+008	5.96478e+008	6.92582e+008	1.66942e+008	38	3
P01772	2.40728e+008	1.79498e+008	1.61727e+008	5.40646e+008	6.70674e+008	3.83916e+008	3.20345e+008	2.68515e+008	2.69931e+008	2.45357e+008	3.48751e+008	3.50812e+008	4.80735e+008	3.82653e+008	8.05858e+008	3.47612e+008	7.44795e+008	8.74408e+007	1.75371e+008	2.24508e+008	1.71681e+008	3.50582e+008	9.13138e+008	5.66285e+008	4.18368e+008	4.07988e+008	1.07007e+009	1.96263e+008	4.73811e+008	5.14791e+008	9.20114e+008	8.86083e+008	2.11207e+008	38	4
P01780	4.95232e+008	2.47628e+008	2.3529e+008	7.98483e+008	9.21628e+008	5.0292e+008	4.23291e+008	3.545e+008	3.52605e+008	3.54613e+008	4.90367e+008	4.48317e+008	6.40031e+008	4.35741e+008	1.23532e+009	4.13159e+008	1.00035e+009	9.35146e+007	1.95145e+008	2.5519e+008	2.22481e+008	4.0613e+008	1.20981e+009	7.31671e+008	5.81767e+008	5.30265e+008	1.1229e+009	2.5351e+008	6.58208e+008	5.71126e+008	1.26803e+009	8.56342e+008	2.80199e+008	59	5
P01782	9.62977e+007	7.43952e+007	2.68746e+007	1.35087e+008	2.18607e+008	1.00203e+008	5.40838e+007	5.20003e+007	1.49592e+008	1.31332e+008	1.34989e+008	4.38047e+007	1.2971e+008	6.77991e+007	4.05408e+008	7.30654e+007	3.56883e+008	5.91318e+007	5.98049e+007	5.13676e+007	2.82373e+007	5.58672e+007	3.21898e+008	9.11382e+007	2.0382e+008	4.73647e+007	7.56996e+007	8.64886e+007	1.79555e+008	1.8805e+008	4.63269e+008	1.14386e+008	1.04318e+008	33	3
P01833	7.43039e+008	1.7451e+009	9.74466e+008	2.12459e+009	1.49314e+009	1.35882e+009	1.91454e+009	1.75138e+009	2.57054e+008	7.62536e+008	6.61576e+008	2.36783e+009	1.91616e+009	1.6339e+009	2.14714e+009	1.50738e+009	1.02256e+009	9.03263e+007	5.16717e+008	6.06724e+008	9.97928e+008	1.69557e+009	9.61603e+008	1.6945e+009	7.17046e+008	1.38801e+009	5.04428e+008	6.45462e+008	5.75221e+008	7.18237e+007	7.55127e+008	4.40557e+008	1.19213e+009	62	5
P01834	2.62326e+010	2.05365e+010	1.32903e+010	2.20566e+010	7.39612e+010	1.59971e+010	1.22419e+010	2.03925e+010	6.35486e+009	1.98311e+010	1.60052e+010	7.64049e+009	5.84464e+009	9.87251e+009	2.16374e+010	1.19557e+010	2.86441e+010	1.68225e+009	6.19272e+009	1.34609e+010	7.12805e+009	1.48652e+010	8.92456e+009	1.89285e+010	6.18991e+009	1.7676e+010	9.49589e+009	3.44354e+009	6.0747e+009	1.04607e+010	2.95109e+010	1.54814e+010	3.67503e+009	65	5
P01850	566474	4.73206e+006	1.61396e+006	1.57908e+006	1.66582e+006	389519	459363	131190	346461	566918	643759	1.5701e+006	200033	75843.3	357262	298078	192772	543173	259042	46254.1	507976	705614	1.01199e+006	8.80867e+006	187779	2.43335e+006	68874	597891	786806	740490	1.57691e+006	1.35793e+006	1.65222e+006	12	1
P01857	2.81188e+009	4.22688e+009	3.97498e+009	8.4364e+009	4.98666e+009	4.24443e+009	6.10805e+009	5.23892e+009	3.56177e+009	4.45234e+009	4.57803e+009	4.09056e+009	6.84325e+009	3.21551e+009	3.58928e+009	1.35007e+009	8.95312e+009	4.98627e+008	4.06925e+009	4.19179e+009	8.47144e+009	5.15645e+009	1.12675e+010	1.69297e+010	1.29773e+010	5.75428e+009	2.54699e+010	3.68288e+009	9.61178e+009	4.26741e+009	7.69246e+009	1.11077e+010	4.99491e+009	63	5
P01859	2.37579e+009	2.25831e+009	1.25077e+009	2.41011e+009	5.37656e+009	3.39493e+009	2.76808e+009	1.78869e+009	2.48122e+009	3.17828e+009	1.16707e+009	1.32317e+009	3.08415e+009	2.66261e+009	3.44332e+009	1.95045e+009	1.49867e+009	2.20049e+008	1.13426e+009	1.05361e+009	1.21025e+009	2.84609e+009	3.45872e+009	2.93504e+009	3.60509e+009	1.27139e+009	9.3553e+009	1.26605e+009	2.56131e+009	2.08319e+009	1.69783e+009	2.54358e+009	1.71236e+009	63	5
P01860	2.72312e+009	3.78898e+009	3.60616e+009	6.41936e+009	3.65541e+009	2.6345e+009	4.73397e+009	4.41366e+009	2.70925e+009	3.98333e+009	2.5878e+009	2.4665e+009	4.06499e+009	2.56338e+009	2.11346e+009	6.67812e+008	7.02413e+009	3.60155e+008	3.2267e+009	3.76426e+009	6.7349e+009	3.2683e+009	7.1403e+009	1.43417e+010	7.63041e+009	4.08399e+009	1.76438e+010	2.89327e+009	4.70504e+009	3.03763e+009	6.1195e+009	7.11066e+009	3.23636e+009	63	5
P01861	1.58333e+009	3.86107e+009	1.21873e+009	3.23976e+009	3.98496e+009	2.31531e+009	2.68357e+009	1.7415e+009	3.40353e+009	4.63037e+009	2.10158e+009	8.26164e+008	2.91023e+009	1.86209e+009	3.3818e+009	1.84909e+009	3.20139e+009	1.95248e+008	1.98778e+009	1.88781e+009	1.98085e+009	2.65748e+009	5.98704e+009	5.16843e+009	4.07247e+009	1.58754e+009	1.64197e+010	1.2669e+009	4.6334e+009	3.28334e+009	2.66321e+009	8.38307e+009	3.0565e+009	64	5
P01871	9.74719e+007	1.5595e+008	1.24379e+008	2.97331e+008	7.32597e+008	3.88631e+008	2.65391e+008	1.50856e+008	2.21237e+008	6.86064e+007	1.18815e+008	1.49475e+008	2.05842e+008	1.75496e+008	7.46532e+008	2.90481e+008	9.08972e+008	1.62975e+008	1.55137e+007	8.35455e+007	7.4743e+007	1.16685e+008	1.26175e+009	3.11824e+008	6.59941e+008	4.15075e+008	2.65036e+008	5.23964e+007	5.08334e+008	4.21831e+007	3.97293e+008	6.35792e+008	1.32572e+008	65	5
P01876	3.98177e+009	2.43342e+009	2.75935e+009	1.25867e+010	8.63878e+009	5.88624e+009	8.37263e+009	9.4157e+009	7.72574e+008	2.56355e+009	3.76208e+009	8.5297e+009	1.27631e+010	8.09645e+009	8.12535e+009	5.19469e+009	9.08161e+009	1.34007e+009	2.77943e+009	3.9376e+009	5.35599e+009	1.06159e+010	9.06818e+009	1.43199e+010	6.55021e+009	7.84104e+009	1.05212e+010	3.80677e+009	3.15919e+009	1.49546e+010	7.24882e+009	3.13253e+009	6.86636e+009	61	5
P01877	1.78518e+009	1.20724e+009	1.37505e+009	5.72619e+009	4.07681e+009	3.16597e+009	3.64056e+009	4.44049e+009	5.45593e+008	1.24412e+009	1.97685e+009	4.31071e+009	6.66317e+009	3.63332e+009	4.76189e+009	2.41618e+009	4.23251e+009	8.11071e+008	1.49791e+009	1.97517e+009	2.42416e+009	4.71501e+009	4.80096e+009	7.04644e+009	2.85865e+009	3.89858e+009	4.92979e+009	2.03456e+009	1.64027e+009	1.60278e+010	2.33247e+009	1.65313e+009	3.39357e+009	62	5
P01880	3.17526e+006	3.83234e+006	1.07518e+006	2.4798e+006	3.29683e+006	863320	2.35288e+006	1.31071e+006	1.77015e+006	480627	930465	3.51085e+006	7.82779e+006	3.97753e+006	1.92987e+006	2.13931e+006	1.6183e+007	1.66907e+006	443468	1.30443e+006	2.46005e+006	8.65866e+006	3.12942e+006	3.16197e+006	1.94921e+007	7.98991e+006	1.16018e+007	3.08857e+006	4.74234e+006	509607	4.80502e+006	1.43705e+007	545197	13	1
P01889	2.82115e+007	1.04466e+008	1.44506e+007	7.54996e+007	5.77924e+007	6.54577e+007	3.50103e+007	1.80779e+007	1.23609e+007	1.76651e+007	1.75252e+008	6.74622e+007	4.31711e+007	2.44461e+007	3.24906e+007	2.96781e+007	4.24234e+007	2.1379e+006	8.84947e+006	2.0178e+007	3.7104e+007	3.25534e+007	4.40195e+007	7.71441e+007	2.55903e+008	5.84462e+007	2.86452e+007	1.77044e+007	2.52786e+008	1.14886e+007	2.81675e+007	1.03142e+008	1.75458e+007	48	4
P01891	3.25395e+006	1.29213e+007	5.11529e+006	1.83385e+007	1.9184e+007	1.23873e+007	1.77951e+007	4.86647e+006	2.41458e+006	7.03094e+006	2.28652e+007	3.29207e+007	1.35566e+007	32156.7	1.57857e+006	6.80179e+006	1.91065e+007	228722	6.53982e+006	1.66691e+007	2.76471e+007	1.06966e+007	2.17675e+006	2.71945e+007	3.0726e+007	1.67864e+007	8.99388e+006	2.82109e+006	1.34091e+007	504327	4.27358e+006	3.97369e+007	7.37545e+006	10	1
P01892	147037	1.61833e+007	522754	2.1099e+007	2.0052e+007	4.8944e+006	98032.9	9.92721e+006	1.31746e+007	423165	1.87132e+007	143819	2.10532e+007	1.7236e+007	1.74e+007	867012	390910	29517.4	0	315400	711173	175055	1.49017e+007	1.20187e+006	3.82713e+007	1.36854e+007	1.99242e+006	5.53098e+006	7.50575e+007	28641	4.23626e+007	4.29305e+007	1.88713e+006	9	1
P01893	2.12948e+007	7.93336e+007	8.0224e+006	7.59488e+007	4.89667e+007	5.06697e+007	1.01097e+007	2.07887e+007	2.61918e+007	5.09527e+006	9.28415e+007	4.19515e+006	4.84723e+007	4.2191e+007	5.25651e+007	1.89619e+007	1.93948e+007	225994	2.08401e+006	2.38897e+006	643368	1.14875e+007	5.486e+007	3.25791e+007	1.71514e+008	4.63446e+007	1.18217e+007	2.03245e+007	2.64779e+008	9.26096e+006	8.01179e+007	1.03944e+008	8.559e+006	23	2
P01903	1.03081e+006	1.23535e+006	933321	1.06375e+007	2.60353e+006	1.19549e+006	434715	1.15127e+006	1.84286e+006	851685	428262	2.41356e+006	5.60853e+006	1.48726e+006	8.15217e+006	5.34097e+006	1.01205e+006	4.01405e+006	3.92286e+006	3.40935e+006	1.55205e+006	1.33783e+006	2.83107e+006	2.14553e+006	2.51148e+006	6.14889e+006	6.09807e+006	1.87857e+006	9.64324e+006	3.77471e+006	2.02366e+006	2.44165e+006	1.35469e+006	13	1
P02008	1.06377e+009	1.53902e+009	3.48157e+008	1.00171e+008	8.93008e+007	2.4845e+008	4.04647e+007	6.83407e+007	2.26712e+008	4.81521e+007	1.44949e+008	1.69829e+008	2.28354e+007	2.75787e+007	3.72964e+008	5.80826e+007	2.44606e+008	1.08994e+007	3.25529e+007	2.82446e+007	1.63303e+008	3.47046e+007	1.45018e+008	4.46905e+007	6.79362e+007	3.29476e+008	6.31793e+007	2.73417e+007	6.69385e+008	2.54013e+007	3.8803e+007	1.91546e+008	1.08126e+008	13	1
P02042	2.36042e+008	2.1173e+009	2.29413e+008	1.11417e+008	4.05434e+007	9.88278e+007	1.16322e+007	4.68488e+007	1.23518e+008	9.62939e+006	5.66709e+007	7.04136e+007	7.17968e+006	8.90356e+006	4.32115e+008	2.08004e+007	2.41102e+008	4.75864e+006	1.49229e+007	8.08192e+006	5.50362e+007	6.32073e+006	9.71036e+007	4.65348e+006	2.88765e+007	2.06326e+008	5.79779e+007	2.57296e+007	6.94605e+008	3.08869e+007	1.15768e+007	2.16894e+008	5.05396e+007	65	5
P02100	2.02371e+009	1.15268e+010	2.07995e+009	9.89743e+008	2.70144e+008	7.49532e+008	1.44998e+008	3.87811e+008	1.21782e+009	1.48938e+008	3.59024e+008	2.96981e+008	4.46078e+007	4.33293e+007	1.16483e+009	1.24993e+008	6.79505e+008	4.63722e+007	5.34891e+007	9.05532e+007	4.3288e+008	1.54627e+007	4.19146e+008	2.68508e+007	1.4215e+008	1.24809e+009	2.76587e+008	5.58301e+007	2.49723e+009	1.23194e+008	4.93228e+007	5.94809e+008	2.16446e+008	13	1
P02144	1.04237e+007	558327	1.06291e+006	6.55423e+006	933430	1.05459e+006	7.86311e+006	8.53659e+006	1.68458e+007	1.33918e+007	1.86668e+007	1.67946e+007	1.02293e+007	2.6047e+006	3.36693e+006	1.52548e+006	7.13134e+006	3.41933e+006	2.30921e+007	3.15802e+007	1.34326e+007	1.90045e+007	5.35641e+006	1.20608e+007	5.46224e+006	1.51999e+007	1.30129e+006	2.34496e+006	1.70817e+007	2.27052e+006	2.78959e+006	5.56172e+006	1.15795e+007	11	1
P02452	1.05766e+007	1.93379e+007	1.04779e+008	3.98969e+007	1.23784e+008	3.46006e+007	2.66823e+008	6.61549e+007	3.45557e+006	1.49544e+008	1.33455e+007	1.53123e+007	1.18519e+007	1.10347e+007	1.05215e+007	4.93296e+007	3.01049e+007	1.31097e+007	1.59028e+008	5.23072e+007	7.17488e+007	1.26589e+007	1.26467e+007	1.38507e+008	2.21231e+007	8.13378e+007	1.06702e+008	3.76675e+007	1.74209e+006	2.6078e+007	1.07409e+007	1.7004e+007	7.26125e+006	26	2
P02458	1.56876e+006	2.71411e+007	3.61131e+007	1.65921e+007	1.64956e+006	201710	3.64186e+007	4.48204e+006	5.24949e+006	3.72645e+007	358562	1.22724e+007	1.53753e+007	1.0683e+007	2.9837e+007	3.0265e+006	1.63985e+007	1.73154e+007	7.38228e+006	7.86639e+006	1.78515e+007	1.69914e+006	3.81133e+006	2.46441e+006	1.14571e+007	1.80087e+007	4.45989e+006	8.05352e+006	1.70524e+006	2.28297e+007	1.05755e+006	2.56881e+006	3.57238e+006	26	2
P02462	3.5131e+007	2.36162e+007	1.58604e+007	3.35669e+007	3.60213e+007	1.52052e+007	3.5679e+007	2.91099e+007	1.61123e+007	1.11722e+007	1.47411e+007	4.59396e+007	1.73043e+007	2.33034e+007	4.02063e+007	2.52382e+007	5.2896e+006	2.66896e+006	1.14764e+006	4.2998e+006	1.4354e+007	2.5218e+007	7.38622e+006	1.98316e+007	5.40476e+006	3.19302e+007	3.3618e+006	9.00866e+006	7.86416e+006	6.1258e+006	1.73229e+007	4.66934e+006	1.53846e+007	13	1
